audio path,prompt,length
dataset\audio\MC02Session1wav_headMic0317.wav,Swing your arm as high as you can.,34
dataset\audio\FC02Session3wav_headMic0984.wav,Cement is measured in cubic yards.,34
dataset\audio\MC01Session1wav_headMic0223.wav,Where were you while we were away?,34
dataset\audio\MC04Session1wav_headMic0178.wav,Mother sews yellow gingham aprons.,34
dataset\audio\MC04Session1wav_headMic0244.wav,Where were you while we were away?,34
dataset\audio\MC04Session1wav_headMic0179.wav,Mother sews yellow gingham aprons.,34
dataset\audio\MC02Session2wav_headMic0041.wav,"Although always alone, we survive.",34
dataset\audio\F03Session3wav_headMic0123.wav,Nobody really expects to evacuate.,34
dataset\audio\F03Session3wav_headMic0122.wav,Nobody really expects to evacuate.,34
dataset\audio\F03Session3wav_headMic0119.wav,He is definitely a notch above us.,34
dataset\audio\F03Session3wav_headMic0118.wav,He is definitely a notch above us.,34
dataset\audio\F03Session3wav_headMic0117.wav,He is definitely a notch above us.,34
dataset\audio\MC02Session2wav_headMic0049.wav,He is definitely a notch above us.,34
dataset\audio\MC02Session1wav_headMic0240.wav,Mother sews yellow gingham aprons.,34
dataset\audio\MC02Session1wav_headMic0239.wav,Mother sews yellow gingham aprons.,34
dataset\audio\M01Session2wav_headMic0275.wav,Swing your arm as high as you can.,34
dataset\audio\M01Session2wav_headMic0035.wav,Where were you while we were away?,34
dataset\audio\MC01Session1wav_headMic0150.wav,Mother sews yellow gingham aprons.,34
dataset\audio\MC04Session1wav_headMic0472.wav,He is definitely a notch above us.,34
dataset\audio\MC01Session2wav_headMic0355.wav,It was very popular with our fans.,34
dataset\audio\MC01Session3wav_headMic0049.wav,Elderly people are often excluded.,34
dataset\audio\MC04Session1wav_headMic0491.wav,Nobody really expects to evacuate.,34
dataset\audio\FC03Session3wav_headMic0059.wav,I had no desire to change my ways.,34
dataset\audio\F03Session2wav_headMic0159.wav,Swing your arm as high as you can.,34
dataset\audio\M02Session2wav_headMic0193.wav,Swing your arm as high as you can.,34
dataset\audio\FC03Session2wav_headMic0096.wav,He is definitely a notch above us.,34
dataset\audio\F03Session2wav_headMic0055.wav,Mother sews yellow gingham aprons.,34
dataset\audio\F03Session2wav_headMic0131.wav,The dolphins swam around our boat.,34
dataset\audio\MC01Session3wav_headMic0165.wav,I had no desire to change my ways.,34
dataset\audio\FC03Session2wav_headMic0345.wav,It was very popular with our fans.,34
dataset\audio\FC03Session2wav_headMic0111.wav,Nobody really expects to evacuate.,34
dataset\audio\F03Session2wav_headMic0028.wav,Where were you while we were away?,34
dataset\audio\MC01Session3wav_headMic0147.wav,Now I'm living exactly as I chose.,34
dataset\audio\FC03Session2wav_headMic0362.wav,Elderly people are often excluded.,34
dataset\audio\FC03Session2wav_headMic0005.wav,"Although always alone, we survive.",34
dataset\audio\MC04Session1wav_headMic0278.wav,The dolphins swam around our boat.,34
dataset\audio\F03Session2wav_headMic0130.wav,The dolphins swam around our boat.,34
dataset\audio\MC04Session1wav_headMic0291.wav,Swing your arm as high as you can.,34
dataset\audio\FC03Session3wav_headMic0113.wav,Now I'm living exactly as I choose.,35
dataset\audio\MC03Session1wav_headMic0405.wav,"This is a good place, though small.",35
dataset\audio\MC04Session1wav_headMic0365.wav,The little schoolhouse stood empty.,35
dataset\audio\MC02Session1wav_headMic0210.wav,The humidity is overwhelming there.,35
dataset\audio\F03Session2wav_headMic0087.wav,Both injuries were to the same leg.,35
dataset\audio\MC01Session2wav_headMic0066.wav,"This is a good place, though small.",35
dataset\audio\MC01Session2wav_headMic0059.wav,The wait for work can be very long.,35
dataset\audio\FC03Session2wav_headMic0205.wav,The four brothers looked identical.,35
dataset\audio\MC03Session1wav_headMic0420.wav,Each one volunteered to jump first.,35
dataset\audio\M04Session2wav_headMic0187.wav,Why yell or worry over silly items?,35
dataset\audio\MC04Session1wav_headMic0636.wav,The four brothers looked identical.,35
dataset\audio\M04Session2wav_headMic0264.wav,The humidity is overwhelming there.,35
dataset\audio\FC03Session3wav_headMic0093.wav,The singer's finger had a splinter.,35
dataset\audio\MC04Session1wav_headMic0470.wav,"This is a good place, though small.",35
dataset\audio\MC02Session1wav_headMic0362.wav,Both injuries were to the same leg.,35
dataset\audio\MC02Session1wav_headMic0361.wav,The little schoolhouse stood empty.,35
dataset\audio\M02Session1wav_headMic0135.wav,Why yell or worry over silly items?,35
dataset\audio\MC03Session1wav_headMic0352.wav,The little schoolhouse stood empty.,35
dataset\audio\F03Session1wav_headMic0174.wav,Why yell or worry over silly items?,35
dataset\audio\MC01Session3wav_headMic0148.wav,Now I'm living exactly as I choose.,35
dataset\audio\MC01Session1wav_headMic0296.wav,The little schoolhouse stood empty.,35
dataset\audio\F04Session2wav_headMic0215.wav,Each one volunteered to jump first.,35
dataset\audio\FC02Session3wav_headMic0313.wav,The four brothers looked identical.,35
dataset\audio\M04Session2wav_headMic0298.wav,Both injuries were to the same leg.,35
dataset\audio\F03Session1wav_headMic0184.wav,The humidity is overwhelming there.,35
dataset\audio\M03Session2wav_headMic0241.wav,The humidity is overwhelming there.,35
dataset\audio\MC01Session2wav_headMic0030.wav,Both injuries were to the same leg.,35
dataset\audio\MC04Session1wav_headMic0347.wav,Both injuries were to the same leg.,35
dataset\audio\M01Session2wav_headMic0278.wav,Both injuries were to the same leg.,35
dataset\audio\M05Session2wav_headMic0212.wav,Both injuries were to the same leg.,35
dataset\audio\M03Session2wav_headMic0260.wav,The little schoolhouse stood empty.,35
dataset\audio\M04Session2wav_headMic0274.wav,The islands are sparsely populated.,35
dataset\audio\FC03Session1wav_headMic0136.wav,The humidity is overwhelming there.,35
dataset\audio\M05Session2wav_headMic0055.wav,Why yell or worry over silly items?,35
dataset\audio\FC03Session1wav_headMic0149.wav,Why yell or worry over silly items?,35
dataset\audio\M05Session2wav_headMic0049.wav,The islands are sparsely populated.,35
dataset\audio\MC01Session3wav_headMic0384.wav,Can you paint a room or a portrait?,35
dataset\audio\M01Session2wav_headMic0127.wav,Why yell or worry over silly items?,35
dataset\audio\F03Session3wav_headMic0058.wav,Each one volunteered to jump first.,35
dataset\audio\F03Session3wav_headMic0056.wav,"This is a good place, though small.",35
dataset\audio\FC03Session1wav_headMic0312.wav,Both injuries were to the same leg.,35
dataset\audio\MC03Session1wav_headMic0531.wav,The four brothers looked identical.,35
dataset\audio\F04Session2wav_headMic0148.wav,The little schoolhouse stood empty.,35
dataset\audio\FC03Session2wav_headMic0011.wav,The wait for work can be very long.,35
dataset\audio\M05Session2wav_headMic0101.wav,The humidity is overwhelming there.,35
dataset\audio\M03Session2wav_headMic0398.wav,Each one volunteered to jump first.,35
dataset\audio\F03Session2wav_headMic0020.wav,The islands are sparsely populated.,35
dataset\audio\M03Session2wav_headMic0404.wav,The wait for work can be very long.,35
dataset\audio\F04Session2wav_headMic0157.wav,Both injuries were to the same leg.,35
dataset\audio\MC04Session1wav_headMic0253.wav,The humidity is overwhelming there.,35
dataset\audio\FC02Session3wav_headMic0090.wav,The little schoolhouse stood empty.,35
dataset\audio\M01Session2wav_headMic0076.wav,The humidity is overwhelming there.,35
dataset\audio\M01Session2wav_headMic0042.wav,The islands are sparsely populated.,35
dataset\audio\FC03Session1wav_headMic0396.wav,The little schoolhouse stood empty.,35
dataset\audio\FC02Session3wav_headMic0143.wav,The wait for work can be very long.,35
dataset\audio\F03Session2wav_headMic0080.wav,The little schoolhouse stood empty.,35
dataset\audio\M03Session2wav_headMic0361.wav,Both injuries were to the same leg.,35
dataset\audio\FC03Session2wav_headMic0029.wav,"This is a good place, though small.",35
dataset\audio\M05Session2wav_headMic0056.wav,Why yell or worry over silly items?,35
dataset\audio\MC04Session1wav_headMic0436.wav,Each one volunteered to jump first.,35
dataset\audio\FC02Session3wav_headMic0228.wav,"This is a good place, though small.",35
dataset\audio\M05Session2wav_headMic0163.wav,The little schoolhouse stood empty.,35
dataset\audio\MC01Session2wav_headMic0106.wav,Each one volunteered to jump first.,35
dataset\audio\FC03Session3wav_headMic0202.wav,You have to expect a few bad calls.,35
dataset\audio\MC02Session1wav_headMic0141.wav,The islands are sparsely populated.,35
dataset\audio\MC02Session1wav_headMic0137.wav,Why yell or worry over silly items?,35
dataset\audio\F03Session3wav_headMic0067.wav,Each one volunteered to jump first.,35
dataset\audio\FC03Session2wav_headMic0095.wav,Each one volunteered to jump first.,35
dataset\audio\MC01Session3wav_headMic0335.wav,You have to expect a few bad calls.,35
dataset\audio\FC03Session1wav_headMic0255.wav,The islands are sparsely populated.,35
dataset\audio\M01Session2wav_headMic0166.wav,The little schoolhouse stood empty.,35
dataset\audio\FC02Session3wav_headMic0009.wav,Both injuries were to the same leg.,35
dataset\audio\MC01Session3wav_headMic0360.wav,She makes other trips for pleasure.,35
dataset\audio\MC03Session2wav_headMic0226.wav,Now I'm living exactly as I choose.,35
dataset\audio\MC01Session2wav_headMic0293.wav,The four brothers looked identical.,35
dataset\audio\MC03Session1wav_headMic0503.wav,The wait for work can be very long.,35
dataset\audio\MC04Session1wav_headMic0220.wav,Why yell or worry over silly items?,35
dataset\audio\M02Session1wav_headMic0154.wav,The islands are sparsely populated.,35
dataset\audio\FC02Session3wav_headMic0231.wav,Each one volunteered to jump first.,35
dataset\audio\FC02Session3wav_headMic0570.wav,The singer's finger had a splinter.,35
dataset\audio\MC01Session3wav_headMic0111.wav,The singer's finger had a splinter.,35
dataset\audio\M03Session2wav_headMic0185.wav,Why yell or worry over silly items?,35
dataset\audio\MC04Session1wav_headMic0148.wav,The islands are sparsely populated.,35
dataset\audio\M02Session2wav_headMic0188.wav,The little schoolhouse stood empty.,35
dataset\audio\MC04Session1wav_headMic0493.wav,The wait for work can be very long.,35
dataset\audio\MC02Session2wav_headMic0028.wav,The wait for work can be very long.,35
dataset\audio\MC01Session1wav_headMic0217.wav,The islands are sparsely populated.,35
dataset\audio\MC02Session2wav_headMic0035.wav,Each one volunteered to jump first.,35
dataset\audio\M05Session2wav_headMic0292.wav,The wait for work can be very long.,35
dataset\audio\M03Session2wav_headMic0166.wav,The islands are sparsely populated.,35
dataset\audio\FC02Session3wav_headMic0881.wav,Can you paint a room or a portrait?,35
dataset\audio\FC02Session3wav_headMic0659.wav,You have to expect a few bad calls.,35
dataset\audio\MC02Session2wav_headMic0048.wav,"This is a good place, though small.",35
dataset\audio\M05Session2wav_headMic0370.wav,Each one volunteered to jump first.,35
dataset\audio\MC03Session1wav_headMic0282.wav,Both injuries were to the same leg.,35
dataset\audio\MC03Session1wav_headMic0281.wav,Both injuries were to the same leg.,35
dataset\audio\MC03Session1wav_headMic0280.wav,Both injuries were to the same leg.,35
dataset\audio\FC02Session3wav_headMic0783.wav,She makes other trips for pleasure.,35
dataset\audio\M05Session2wav_headMic0348.wav,"This is a good place, though small.",35
dataset\audio\FC02Session3wav_headMic0815.wav,Doctors prescribe drugs too freely.,35
dataset\audio\M02Session2wav_headMic0111.wav,Both injuries were to the same leg.,35
dataset\audio\MC03Session1wav_headMic0255.wav,Why yell or worry over silly items?,35
dataset\audio\M02Session2wav_headMic0078.wav,The humidity is overwhelming there.,35
dataset\audio\F04Session2wav_headMic0055.wav,The humidity is overwhelming there.,35
dataset\audio\FC02Session3wav_headMic0658.wav,You have to expect a few bad calls.,35
dataset\audio\F03Session3wav_headMic0172.wav,The wait for work can be very long.,35
dataset\audio\MC01Session1wav_headMic0172.wav,The humidity is overwhelming there.,35
dataset\audio\FC02Session3wav_headMic0573.wav,Now I'm living exactly as I choose.,35
dataset\audio\MC03Session1wav_headMic0132.wav,The islands are sparsely populated.,35
dataset\audio\MC03Session1wav_headMic0129.wav,The humidity is overwhelming there.,35
dataset\audio\MC01Session1wav_headMic0235.wav,Why yell or worry over silly items?,35
dataset\audio\F03Session3wav_headMic0041.wav,Most young rise early every morning.,36
dataset\audio\MC03Session1wav_headMic0152.wav,I looked up and noticed two old men.,36
dataset\audio\MC01Session2wav_headMic0054.wav,Most young rise early every morning.,36
dataset\audio\MC03Session2wav_headMic0127.wav,A fire in straw makes a quick blaze.,36
dataset\audio\FC03Session2wav_headMic0321.wav,They will take a wedding trip later.,36
dataset\audio\FC01Session1wav_headMic0075.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\MC01Session1wav_headMic0060.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\FC03Session1wav_headMic0060.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\M02Session1wav_headMic0197.wav,Nothing is as offensive as ignorance,36
dataset\audio\MC01Session2wav_headMic0276.wav,The results were very disappointing.,36
dataset\audio\MC01Session2wav_headMic0277.wav,The results were very disappointing.,36
dataset\audio\FC02Session3wav_headMic0206.wav,Most young rise early every morning.,36
dataset\audio\M03Session2wav_headMic0164.wav,I looked up and noticed two old men.,36
dataset\audio\MC02Session1wav_headMic0022.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\M01Session2wav_headMic0094.wav,I looked up and noticed two old men.,36
dataset\audio\M01Session1wav_headMic0041.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\F03Session1wav_headMic0135.wav,I looked up and noticed two old men.,36
dataset\audio\FC03Session1wav_headMic0169.wav,I looked up and noticed two old men.,36
dataset\audio\MC03Session1wav_headMic0476.wav,Most young rise early every morning.,36
dataset\audio\MC04Session1wav_headMic0540.wav,The results were very disappointing.,36
dataset\audio\MC01Session1wav_headMic0180.wav,I looked up and noticed two old men.,36
dataset\audio\FC02Session3wav_headMic0452.wav,They will take a wedding trip later.,36
dataset\audio\MC02Session1wav_headMic0231.wav,I looked up and noticed two old men.,36
dataset\audio\M02Session1wav_headMic0215.wav,I looked up and noticed two old men.,36
dataset\audio\MC04Session1wav_headMic0471.wav,Most young rise early every morning.,36
dataset\audio\F03Session3wav_headMic0055.wav,The results were very disappointing.,36
dataset\audio\MC03Session2wav_headMic0141.wav,They will take a wedding trip later.,36
dataset\audio\FC02Session3wav_headMic0477.wav,A fire in straw makes a quick blaze.,36
dataset\audio\MC04Session1wav_headMic0196.wav,I looked up and noticed two old men.,36
dataset\audio\M05Session2wav_headMic0361.wav,Most young rise early every morning.,36
dataset\audio\M05Session2wav_headMic0130.wav,I looked up and noticed two old men.,36
dataset\audio\M01Session1wav_headMic0040.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\FC01Session1wav_headMic0077.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\MC04Session1wav_headMic0016.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\M05Session1wav_headMic0094.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\M02Session1wav_headMic0118.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\MC01Session2wav_headMic0344.wav,They will take a wedding trip later.,36
dataset\audio\M04Session2wav_headMic0093.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\M04Session2wav_headMic0242.wav,I looked up and noticed two old men.,36
dataset\audio\FC02Session3wav_headMic0329.wav,The results were very disappointing.,36
dataset\audio\FC03Session2wav_headMic0107.wav,Most young rise early every morning.,36
dataset\audio\M03Session2wav_headMic0074.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\MC01Session2wav_headMic0333.wav,A fire in straw makes a quick blaze.,36
dataset\audio\F03Session3wav_headMic0130.wav,The results were very disappointing.,36
dataset\audio\F04Session2wav_headMic0002.wav,I looked up and noticed two old men.,36
dataset\audio\FC03Session2wav_headMic0146.wav,The results were very disappointing.,36
dataset\audio\MC03Session2wav_headMic0017.wav,The results were very disappointing.,36
dataset\audio\FC03Session2wav_headMic0274.wav,A fire in straw makes a quick blaze.,36
dataset\audio\MC03Session1wav_headMic0125.wav,"but he always answers, ""Banana oil!""",36
dataset\audio\MC01Session1wav_headMic0164.wav,My sister made the flowered curtains.,37
dataset\audio\MC03Session2wav_headMic0143.wav,I haven't seen that friend for years.,37
dataset\audio\M01Session2wav_headMic0125.wav,My sister made the flowered curtains.,37
dataset\audio\MC04Session1wav_headMic0651.wav,That's what life is really all about.,37
dataset\audio\M02Session2wav_headMic0086.wav,My sister made the flowered curtains.,37
dataset\audio\M01Session2wav_headMic0132.wav,They carried me off on the stretcher.,37
dataset\audio\FC03Session1wav_headMic0209.wav,Nothing is as offensive as innocence.,37
dataset\audio\M04Session2wav_headMic0172.wav,My sister made the flowered curtains.,37
dataset\audio\F03Session2wav_headMic0085.wav,I expect we'll bounce back this week.,37
dataset\audio\FC03Session1wav_headMic0212.wav,My sister made the flowered curtains.,37
dataset\audio\FC03Session2wav_headMic0226.wav,That's what life is really all about.,37
dataset\audio\M04Session2wav_headMic0285.wav,I expect we'll bounce back this week.,37
dataset\audio\MC03Session1wav_headMic0499.wav,Help Greg to pick a peck of potatoes.,37
dataset\audio\MC01Session3wav_headMic0016.wav,I haven't seen that friend for years.,37
dataset\audio\F03Session1wav_headMic0196.wav,They carried me off on the stretcher.,37
dataset\audio\M02Session2wav_headMic0187.wav,I expect we'll bounce back this week.,37
dataset\audio\M05Session2wav_headMic0321.wav,Beg that guard for one gallon of gas.,37
dataset\audio\M03Session2wav_headMic0144.wav,My sister made the flowered curtains.,37
dataset\audio\FC02Session3wav_headMic0170.wav,Help Greg to pick a peck of potatoes.,37
dataset\audio\MC04Session1wav_headMic0582.wav,The little girls cut lacy valentines.,37
dataset\audio\MC04Session1wav_headMic0218.wav,Nothing is as offensive as innocence.,37
dataset\audio\MC01Session2wav_headMic0307.wav,The little girls cut lacy valentines.,37
dataset\audio\MC04Session1wav_headMic0505.wav,Help Greg to pick a peck of potatoes.,37
dataset\audio\FC02Session3wav_headMic0020.wav,I expect we'll bounce back this week.,37
dataset\audio\M04Session2wav_headMic0248.wav,Nothing is as offensive as innocence.,37
dataset\audio\F04Session2wav_headMic0036.wav,Nothing is as offensive as innocence.,37
dataset\audio\MC01Session2wav_headMic0285.wav,That's what life is really all about.,37
dataset\audio\F03Session3wav_headMic0214.wav,Help celebrate your brother's success,37
dataset\audio\FC03Session2wav_headMic0097.wav,Help Greg to pick a peck of potatoes.,37
dataset\audio\M05Session2wav_headMic0026.wav,My sister made the flowered curtains.,37
dataset\audio\F03Session1wav_headMic0148.wav,Nothing is as offensive as innocence.,37
dataset\audio\FC03Session2wav_headMic0102.wav,Beg that guard for one gallon of gas.,37
dataset\audio\M04Session2wav_headMic0246.wav,Nothing is as offensive as innocence.,37
dataset\audio\F03Session3wav_headMic0199.wav,Help Greg to pick a peck of potatoes.,37
dataset\audio\MC03Session2wav_headMic0028.wav,That's what life is really all about.,37
dataset\audio\MC03Session1wav_headMic0226.wav,My sister made the flowered curtains.,37
dataset\audio\FC03Session1wav_headMic0385.wav,I expect we'll bounce back this week.,37
dataset\audio\MC04Session1wav_headMic0378.wav,I expect we'll bounce back this week.,37
dataset\audio\MC04Session1wav_headMic0245.wav,They carried me off on the stretcher.,37
dataset\audio\M05Session2wav_headMic0078.wav,They carried me off on the stretcher.,37
dataset\audio\MC03Session2wav_headMic0033.wav,The little girls cut lacy valentines.,37
dataset\audio\M03Session2wav_headMic0410.wav,Beg that guard for one gallon of gas.,37
dataset\audio\FC01Session1wav_headMic0139.wav,Nothing is as offensive as innocence.,37
dataset\audio\F04Session2wav_headMic0057.wav,They carried me off on the stretcher.,37
dataset\audio\MC03Session1wav_headMic0206.wav,Nothing is as offensive as innocence.,37
dataset\audio\M05Session2wav_headMic0357.wav,Help Greg to pick a peck of potatoes.,37
dataset\audio\M04Session2wav_headMic0133.wav,They carried me off on the stretcher.,37
dataset\audio\FC03Session2wav_headMic0302.wav,I haven't seen that friend for years.,37
dataset\audio\FC03Session2wav_headMic0141.wav,The little girls cut lacy valentines.,37
dataset\audio\MC03Session1wav_headMic0168.wav,They carried me off on the stretcher.,37
dataset\audio\M01Session2wav_headMic0113.wav,Nothing is as offensive as innocence.,37
dataset\audio\M05Session2wav_headMic0091.wav,Nothing is as offensive as innocence.,37
dataset\audio\FC02Session3wav_headMic0362.wav,The little girls cut lacy valentines.,37
dataset\audio\MC02Session1wav_headMic0251.wav,My sister made the flowered curtains.,37
dataset\audio\M03Session2wav_headMic0271.wav,I expect we'll bounce back this week.,37
dataset\audio\M05Session2wav_headMic0170.wav,I expect we'll bounce back this week.,37
dataset\audio\MC03Session1wav_headMic0435.wav,Beg that guard for one gallon of gas.,37
dataset\audio\FC02Session3wav_headMic0398.wav,I haven't seen that friend for years.,37
dataset\audio\MC01Session2wav_headMic0091.wav,Help Greg to pick a peck of potatoes.,37
dataset\audio\MC01Session2wav_headMic0045.wav,I expect we'll bounce back this week.,37
dataset\audio\M02Session1wav_headMic0174.wav,They carried me off on the stretcher.,37
dataset\audio\MC04Session1wav_headMic0466.wav,Beg that guard for one gallon of gas.,37
dataset\audio\FC03Session1wav_headMic0157.wav,They carried me off on the stretcher.,37
dataset\audio\FC02Session3wav_headMic0970.wav,Hispanic costumes are quite colorful.,37
dataset\audio\MC02Session1wav_headMic0250.wav,They carried me off on the stretcher.,37
dataset\audio\F03Session1wav_headMic0185.wav,My sister made the flowered curtains.,37
dataset\audio\FC02Session3wav_headMic0341.wav,That's what life is really all about.,37
dataset\audio\F04Session2wav_headMic0096.wav,I expect we'll bounce back this week.,37
dataset\audio\M03Session2wav_headMic0196.wav,They carried me off on the stretcher.,37
dataset\audio\MC01Session1wav_headMic0221.wav,They carried me off on the stretcher.,37
dataset\audio\M03Session2wav_headMic0222.wav,Nothing is as offensive as innocence.,37
dataset\audio\MC03Session1wav_headMic0305.wav,I expect we'll bounce back this week.,37
dataset\audio\MC04Session1wav_headMic0152.wav,My sister made the flowered curtains.,37
dataset\audio\M01Session2wav_headMic0222.wav,I expect we'll bounce back this week.,37
dataset\audio\MC01Session1wav_headMic0214.wav,Nothing is as offensive as innocence.,37
dataset\audio\FC02Session3wav_headMic0234.wav,Beg that guard for one gallon of gas.,37
dataset\audio\MC01Session2wav_headMic0098.wav,Beg that guard for one gallon of gas.,37
dataset\audio\MC02Session1wav_headMic0281.wav,I expect we'll bounce back this week.,37
dataset\audio\MC02Session1wav_headMic0233.wav,Nothing is as offensive as innocence.,37
dataset\audio\M02Session1wav_headMic0198.wav,Nothing is as offensive as innocence.,37
dataset\audio\MC02Session2wav_headMic0007.wav,Help Greg to pick a peck of potatoes.,37
dataset\audio\MC02Session2wav_headMic0018.wav,Those musicians harmonize marvelously.,38
dataset\audio\FC02Session3wav_headMic0485.wav,The marriage went well from the start.,38
dataset\audio\MC03Session1wav_headMic0310.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\FC03Session3wav_headMic0193.wav,The new highway is straight and empty.,38
dataset\audio\FC03Session2wav_headMic0178.wav,Help celebrate your brother's success.,38
dataset\audio\M02Session2wav_headMic0133.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\FC02Session3wav_headMic0089.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\M05Session2wav_headMic0282.wav,Those musicians harmonize marvelously.,38
dataset\audio\MC03Session1wav_headMic0290.wav,This is a period of transition for me.,38
dataset\audio\M02Session1wav_headMic0183.wav,Bright sunshine shimmers on the ocean.,38
dataset\audio\MC01Session3wav_headMic0251.wav,Challenge each general's intelligence.,38
dataset\audio\F03Session2wav_headMic0021.wav,Bright sunshine shimmers on the ocean.,38
dataset\audio\FC03Session3wav_headMic0167.wav,We're all disappointed with our start.,38
dataset\audio\M05Session2wav_headMic0085.wav,The train approached the depot slowly.,38
dataset\audio\MC02Session2wav_headMic0009.wav,Then we'd really have someplace to go.,38
dataset\audio\MC04Session1wav_headMic0236.wav,The train approached the depot slowly.,38
dataset\audio\M03Session2wav_headMic0278.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\M05Session2wav_headMic0066.wav,Bright sunshine shimmers on the ocean.,38
dataset\audio\MC03Session1wav_headMic0238.wav,The train approached the depot slowly.,38
dataset\audio\FC02Session3wav_headMic0070.wav,This is a period of transition for me.,38
dataset\audio\MC02Session1wav_headMic0274.wav,This is a period of transition for me.,38
dataset\audio\FC02Session3wav_headMic0724.wav,Regular attendance is seldom required.,38
dataset\audio\M03Session2wav_headMic0256.wav,This is a period of transition for me.,38
dataset\audio\MC01Session2wav_headMic0038.wav,This is a period of transition for me.,38
dataset\audio\MC01Session2wav_headMic0039.wav,This is a period of transition for me.,38
dataset\audio\FC02Session3wav_headMic0734.wav,The new highway is straight and empty.,38
dataset\audio\F03Session3wav_headMic0082.wav,Those musicians harmonize marvelously.,38
dataset\audio\MC01Session2wav_headMic0295.wav,Help celebrate your brother's success.,38
dataset\audio\MC04Session1wav_headMic0446.wav,Then we'd really have someplace to go.,38
dataset\audio\MC03Session2wav_headMic0002.wav,Help celebrate your brother's success.,38
dataset\audio\FC03Session2wav_headMic0108.wav,Those musicians harmonize marvelously.,38
dataset\audio\FC02Session3wav_headMic0257.wav,Help celebrate your brother's success.,38
dataset\audio\FC03Session2wav_headMic0025.wav,Then we'd really have someplace to go.,38
dataset\audio\FC03Session2wav_headMic0109.wav,Those musicians harmonize marvelously.,38
dataset\audio\F03Session1wav_headMic0150.wav,The train approached the depot slowly.,38
dataset\audio\MC01Session3wav_headMic0308.wav,The new highway is straight and empty.,38
dataset\audio\FC02Session3wav_headMic0764.wav,Challenge each general's intelligence.,38
dataset\audio\MC04Session1wav_headMic0402.wav,Those musicians harmonize marvelously.,38
dataset\audio\M03Session2wav_headMic0184.wav,The train approached the depot slowly.,38
dataset\audio\FC02Session3wav_headMic0700.wav,We're all disappointed with our start.,38
dataset\audio\F04Session2wav_headMic0103.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\MC01Session2wav_headMic0351.wav,That pickpocket was caught red-handed.,38
dataset\audio\MC01Session1wav_headMic0309.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\MC01Session3wav_headMic0274.wav,Regular attendance is seldom required.,38
dataset\audio\FC02Session3wav_headMic0883.wav,That's what I thought it was at first.,38
dataset\audio\FC03Session3wav_headMic0162.wav,Regular attendance is seldom required.,38
dataset\audio\FC03Session1wav_headMic0353.wav,This is a period of transition for me.,38
dataset\audio\M04Session2wav_headMic0189.wav,Bright sunshine shimmers on the ocean.,38
dataset\audio\M05Session2wav_headMic0176.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\MC02Session1wav_headMic0376.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\FC03Session3wav_headMic0079.wav,We are the largest of the four states.,38
dataset\audio\MC01Session3wav_headMic0170.wav,We are the largest of the four states.,38
dataset\audio\MC03Session2wav_headMic0119.wav,The marriage went well from the start.,38
dataset\audio\MC03Session2wav_headMic0120.wav,The marriage went well from the start.,38
dataset\audio\MC01Session1wav_headMic0185.wav,Bright sunshine shimmers on the ocean.,38
dataset\audio\MC03Session1wav_headMic0444.wav,Those musicians harmonize marvelously.,38
dataset\audio\FC03Session1wav_headMic0266.wav,The train approached the depot slowly.,38
dataset\audio\MC01Session3wav_headMic0169.wav,We are the largest of the four states.,38
dataset\audio\MC01Session2wav_headMic0155.wav,Those musicians harmonize marvelously.,38
dataset\audio\M05Session2wav_headMic0330.wav,Then we'd really have someplace to go.,38
dataset\audio\M01Session2wav_headMic0167.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\MC04Session1wav_headMic0318.wav,Alimony harms a divorced man's wealth.,38
dataset\audio\FC02Session3wav_headMic0548.wav,We are the largest of the four states.,38
dataset\audio\MC03Session1wav_headMic0157.wav,Bright sunshine shimmers on the ocean.,38
dataset\audio\MC04Session1wav_headMic0154.wav,Bright sunshine shimmers on the ocean.,38
dataset\audio\MC01Session2wav_headMic0132.wav,Then we'd really have someplace to go.,38
dataset\audio\MC03Session1wav_headMic0478.wav,Then we'd really have someplace to go.,38
dataset\audio\MC04Session1wav_headMic0327.wav,This is a period of transition for me.,38
dataset\audio\MC02Session1wav_headMic0177.wav,The train approached the depot slowly.,38
dataset\audio\MC01Session1wav_headMic0167.wav,The train approached the depot slowly.,38
