audio path,prompt,length
dataset\audio\F03Session1wav_headMic0083.wav,corn,4
dataset\audio\MC04Session1wav_headMic0529.wav,fork,4
dataset\audio\MC04Session1wav_headMic0528.wav,cake,4
dataset\audio\MC04Session1wav_headMic0526.wav,bill,4
dataset\audio\F03Session1wav_headMic0094.wav,feet,4
dataset\audio\F03Session1wav_headMic0098.wav,raid,4
dataset\audio\F03Session1wav_headMic0099.wav,slip,4
dataset\audio\F03Session1wav_headMic0104.wav,beat,4
dataset\audio\F03Session1wav_headMic0106.wav,beat,4
dataset\audio\F03Session1wav_headMic0109.wav,farm,4
dataset\audio\F03Session1wav_headMic0111.wav,warm,4
dataset\audio\F03Session1wav_headMic0112.wav,left,4
dataset\audio\F03Session1wav_headMic0114.wav,knew,4
dataset\audio\MC04Session1wav_headMic0519.wav,beat,4
dataset\audio\MC04Session1wav_headMic0516.wav,reap,4
dataset\audio\F03Session1wav_headMic0120.wav,meat,4
dataset\audio\MC04Session1wav_headMic0457.wav,nest,4
dataset\audio\MC04Session1wav_headMic0452.wav,knot,4
dataset\audio\MC04Session1wav_headMic0451.wav,fork,4
dataset\audio\MC04Session1wav_headMic0407.wav,sell,4
dataset\audio\F03Session2wav_headMic0026.wav,side,4
dataset\audio\MC04Session1wav_headMic0404.wav,walk,4
dataset\audio\MC04Session1wav_headMic0403.wav,down,4
dataset\audio\MC04Session1wav_headMic0399.wav,dead,4
dataset\audio\MC04Session1wav_headMic0394.wav,spit,4
dataset\audio\F03Session2wav_headMic0038.wav,much,4
dataset\audio\F03Session2wav_headMic0039.wav,hate,4
dataset\audio\MC04Session1wav_headMic0392.wav,hand,4
dataset\audio\F03Session2wav_headMic0041.wav,slip,4
dataset\audio\F03Session2wav_headMic0042.wav,slip,4
dataset\audio\F03Session2wav_headMic0044.wav,near,4
dataset\audio\F03Session2wav_headMic0045.wav,knot,4
dataset\audio\MC04Session1wav_headMic0387.wav,chop,4
dataset\audio\F03Session2wav_headMic0049.wav,slay,4
dataset\audio\F03Session2wav_headMic0050.wav,root,4
dataset\audio\F03Session2wav_headMic0053.wav,four,4
dataset\audio\MC04Session1wav_headMic0384.wav,dark,4
dataset\audio\MC04Session1wav_headMic0382.wav,leak,4
dataset\audio\F03Session2wav_headMic0056.wav,here,4
dataset\audio\MC04Session1wav_headMic0379.wav,papa,4
dataset\audio\MC04Session1wav_headMic0410.wav,best,4
dataset\audio\MC04Session1wav_headMic0413.wav,zulu,4
dataset\audio\F03Session2wav_headMic0018.wav,play,4
dataset\audio\MC04Session1wav_headMic0414.wav,nice,4
dataset\audio\MC04Session1wav_headMic0443.wav,lock,4
dataset\audio\F03Session1wav_headMic0187.wav,hear,4
dataset\audio\MC04Session1wav_headMic0435.wav,four,4
dataset\audio\MC04Session1wav_headMic0434.wav,hand,4
dataset\audio\F03Session1wav_headMic0191.wav,menu,4
dataset\audio\F03Session1wav_headMic0192.wav,knew,4
dataset\audio\F03Session1wav_headMic0193.wav,sigh,4
dataset\audio\MC04Session1wav_headMic0431.wav,sing,4
dataset\audio\F03Session1wav_headMic0197.wav,sway,4
dataset\audio\MC04Session1wav_headMic0430.wav,knot,4
dataset\audio\MC04Session1wav_headMic0537.wav,show,4
dataset\audio\F03Session1wav_headMic0200.wav,suit,4
dataset\audio\F03Session2wav_headMic0002.wav,know,4
dataset\audio\MC04Session1wav_headMic0427.wav,said,4
dataset\audio\MC04Session1wav_headMic0426.wav,rest,4
dataset\audio\F03Session2wav_headMic0005.wav,loop,4
dataset\audio\MC04Session1wav_headMic0425.wav,xray,4
dataset\audio\MC04Session1wav_headMic0423.wav,meat,4
dataset\audio\MC04Session1wav_headMic0419.wav,chip,4
dataset\audio\F03Session2wav_headMic0012.wav,rock,4
dataset\audio\F03Session2wav_headMic0014.wav,peer,4
dataset\audio\F03Session2wav_headMic0015.wav,deer,4
dataset\audio\F03Session2wav_headMic0001.wav,fear,4
dataset\audio\MC04Session1wav_headMic0541.wav,coat,4
dataset\audio\F03Session1wav_headMic0069.wav,down,4
dataset\audio\MC04Session1wav_headMic0542.wav,said,4
dataset\audio\F01Session1wav_headMic0066.wav,weed,4
dataset\audio\F01Session1wav_headMic0070.wav,horn,4
dataset\audio\MC04Session1wav_headMic0620.wav,weep,4
dataset\audio\F01Session1wav_headMic0075.wav,warm,4
dataset\audio\F01Session1wav_headMic0076.wav,ship,4
dataset\audio\F01Session1wav_headMic0080.wav,hair,4
dataset\audio\MC04Session1wav_headMic0619.wav,lake,4
dataset\audio\F01Session1wav_headMic0082.wav,rate,4
dataset\audio\F01Session1wav_headMic0083.wav,goat,4
dataset\audio\MC04Session1wav_headMic0617.wav,nice,4
dataset\audio\F01Session1wav_headMic0088.wav,left,4
dataset\audio\MC04Session1wav_headMic0616.wav,bill,4
dataset\audio\MC04Session1wav_headMic0614.wav,shed,4
dataset\audio\MC04Session1wav_headMic0613.wav,read,4
dataset\audio\F01Session1wav_headMic0094.wav,slip,4
dataset\audio\F01Session1wav_headMic0095.wav,glow,4
dataset\audio\MC04Session1wav_headMic0610.wav,ship,4
dataset\audio\MC04Session1wav_headMic0609.wav,heat,4
dataset\audio\MC04Session1wav_headMic0607.wav,ride,4
dataset\audio\MC04Session1wav_headMic0601.wav,pork,4
dataset\audio\MC04Session1wav_headMic0597.wav,dead,4
dataset\audio\F01Session1wav_headMic0064.wav,raid,4
dataset\audio\F01Session1wav_headMic0063.wav,farm,4
dataset\audio\F01Session1wav_headMic0061.wav,dark,4
dataset\audio\F01Session1wav_headMic0060.wav,form,4
dataset\audio\F01Session1wav_headMic0011.wav,meat,4
dataset\audio\F01Session1wav_headMic0012.wav,meat,4
dataset\audio\F01Session1wav_headMic0013.wav,know,4
dataset\audio\MC04Session1wav_headMic0648.wav,cork,4
dataset\audio\MC04Session1wav_headMic0645.wav,bill,4
dataset\audio\MC04Session1wav_headMic0644.wav,rise,4
dataset\audio\F01Session1wav_headMic0024.wav,knee,4
dataset\audio\F01Session1wav_headMic0025.wav,feet,4
dataset\audio\F01Session1wav_headMic0029.wav,beat,4
dataset\audio\MC04Session1wav_headMic0639.wav,fort,4
dataset\audio\F01Session1wav_headMic0109.wav,born,4
dataset\audio\MC04Session1wav_headMic0634.wav,cash,4
dataset\audio\F01Session1wav_headMic0037.wav,rake,4
dataset\audio\F01Session1wav_headMic0040.wav,rave,4
dataset\audio\F01Session1wav_headMic0041.wav,rave,4
dataset\audio\F01Session1wav_headMic0044.wav,grow,4
dataset\audio\F01Session1wav_headMic0048.wav,fair,4
dataset\audio\F01Session1wav_headMic0050.wav,beta,4
dataset\audio\F01Session1wav_headMic0051.wav,rage,4
dataset\audio\MC04Session1wav_headMic0627.wav,dill,4
dataset\audio\F01Session1wav_headMic0054.wav,beat,4
dataset\audio\F01Session1wav_headMic0057.wav,race,4
dataset\audio\F01Session1wav_headMic0034.wav,feet,4
dataset\audio\F03Session2wav_headMic0060.wav,cart,4
dataset\audio\F01Session1wav_headMic0110.wav,warm,4
dataset\audio\MC04Session1wav_headMic0596.wav,rake,4
dataset\audio\F03Session1wav_headMic0027.wav,know,4
dataset\audio\F03Session1wav_headMic0032.wav,fair,4
dataset\audio\F03Session1wav_headMic0033.wav,weed,4
dataset\audio\MC04Session1wav_headMic0560.wav,menu,4
dataset\audio\F03Session1wav_headMic0036.wav,hair,4
dataset\audio\MC04Session1wav_headMic0559.wav,shop,4
dataset\audio\MC04Session1wav_headMic0558.wav,shin,4
dataset\audio\F03Session1wav_headMic0045.wav,ship,4
dataset\audio\F03Session1wav_headMic0048.wav,park,4
dataset\audio\F03Session1wav_headMic0050.wav,feet,4
dataset\audio\F03Session1wav_headMic0051.wav,rage,4
dataset\audio\F03Session1wav_headMic0052.wav,feed,4
dataset\audio\MC04Session1wav_headMic0554.wav,sort,4
dataset\audio\MC04Session1wav_headMic0551.wav,four,4
dataset\audio\F03Session1wav_headMic0058.wav,horn,4
dataset\audio\F03Session1wav_headMic0059.wav,rake,4
dataset\audio\MC04Session1wav_headMic0550.wav,side,4
dataset\audio\F03Session1wav_headMic0062.wav,rain,4
dataset\audio\MC04Session1wav_headMic0546.wav,hold,4
dataset\audio\F03Session1wav_headMic0065.wav,rave,4
dataset\audio\F03Session1wav_headMic0067.wav,gnaw,4
dataset\audio\F03Session1wav_headMic0026.wav,grow,4
dataset\audio\MC04Session1wav_headMic0565.wav,boot,4
dataset\audio\MC04Session1wav_headMic0566.wav,rake,4
dataset\audio\MC04Session1wav_headMic0567.wav,lend,4
dataset\audio\F01Session1wav_headMic0113.wav,knew,4
dataset\audio\F01Session1wav_headMic0115.wav,feed,4
dataset\audio\MC04Session1wav_headMic0594.wav,leak,4
dataset\audio\F01Session1wav_headMic0117.wav,feed,4
dataset\audio\F01Session1wav_headMic0118.wav,knew,4
dataset\audio\F01Session1wav_headMic0119.wav,rain,4
dataset\audio\F01Session1wav_headMic0121.wav,park,4
dataset\audio\F01Session1wav_headMic0123.wav,down,4
dataset\audio\MC04Session1wav_headMic0592.wav,gill,4
dataset\audio\MC04Session1wav_headMic0584.wav,meat,4
dataset\audio\F01Session1wav_headMic0111.wav,corn,4
dataset\audio\F01Session1wav_headMic0131.wav,torn,4
dataset\audio\MC04Session1wav_headMic0580.wav,bend,4
dataset\audio\MC04Session1wav_headMic0577.wav,shot,4
dataset\audio\F03Session1wav_headMic0009.wav,goat,4
dataset\audio\F03Session1wav_headMic0010.wav,form,4
dataset\audio\MC04Session1wav_headMic0576.wav,goat,4
dataset\audio\F03Session1wav_headMic0013.wav,knew,4
dataset\audio\MC04Session1wav_headMic0572.wav,back,4
dataset\audio\MC04Session1wav_headMic0571.wav,muck,4
dataset\audio\MC04Session1wav_headMic0569.wav,much,4
dataset\audio\F03Session1wav_headMic0018.wav,rate,4
dataset\audio\F03Session1wav_headMic0005.wav,beta,4
dataset\audio\MC04Session1wav_headMic0058.wav,fair,4
dataset\audio\F03Session2wav_headMic0061.wav,take,4
dataset\audio\F03Session2wav_headMic0066.wav,lick,4
dataset\audio\F03Session3wav_headMic0129.wav,sink,4
dataset\audio\F03Session3wav_headMic0131.wav,rake,4
dataset\audio\MC04Session1wav_headMic0173.wav,tile,4
dataset\audio\MC04Session1wav_headMic0172.wav,here,4
dataset\audio\MC04Session1wav_headMic0168.wav,root,4
dataset\audio\MC04Session1wav_headMic0166.wav,four,4
dataset\audio\MC04Session1wav_headMic0165.wav,near,4
dataset\audio\F03Session3wav_headMic0142.wav,fork,4
dataset\audio\MC04Session1wav_headMic0161.wav,mere,4
dataset\audio\F03Session3wav_headMic0144.wav,bill,4
dataset\audio\F03Session3wav_headMic0145.wav,left,4
dataset\audio\MC04Session1wav_headMic0160.wav,sigh,4
dataset\audio\MC04Session1wav_headMic0159.wav,peer,4
dataset\audio\F03Session3wav_headMic0152.wav,lock,4
dataset\audio\MC04Session1wav_headMic0158.wav,deer,4
dataset\audio\F03Session3wav_headMic0155.wav,fork,4
dataset\audio\F03Session3wav_headMic0156.wav,lend,4
dataset\audio\F03Session3wav_headMic0159.wav,chip,4
dataset\audio\MC04Session1wav_headMic0150.wav,sigh,4
dataset\audio\F03Session3wav_headMic0163.wav,knot,4
dataset\audio\F03Session3wav_headMic0164.wav,sing,4
dataset\audio\F03Session3wav_headMic0128.wav,rock,4
dataset\audio\F03Session3wav_headMic0165.wav,dart,4
dataset\audio\MC04Session1wav_headMic0175.wav,toot,4
dataset\audio\F03Session3wav_headMic0120.wav,sort,4
dataset\audio\MC04Session1wav_headMic0205.wav,boot,4
dataset\audio\MC04Session1wav_headMic0203.wav,fear,4
dataset\audio\F03Session3wav_headMic0087.wav,neat,4
dataset\audio\F03Session3wav_headMic0089.wav,dead,4
dataset\audio\MC04Session1wav_headMic0201.wav,rock,4
dataset\audio\F03Session3wav_headMic0093.wav,papa,4
dataset\audio\MC04Session1wav_headMic0198.wav,knew,4
dataset\audio\F03Session3wav_headMic0096.wav,four,4
dataset\audio\F03Session3wav_headMic0103.wav,dice,4
dataset\audio\F03Session3wav_headMic0104.wav,rock,4
dataset\audio\MC04Session1wav_headMic0192.wav,slay,4
dataset\audio\F03Session3wav_headMic0106.wav,zulu,4
dataset\audio\F03Session3wav_headMic0108.wav,best,4
dataset\audio\F03Session3wav_headMic0109.wav,four,4
dataset\audio\F03Session3wav_headMic0110.wav,nice,4
dataset\audio\MC04Session1wav_headMic0190.wav,know,4
dataset\audio\F03Session3wav_headMic0112.wav,cash,4
dataset\audio\F03Session3wav_headMic0113.wav,goat,4
dataset\audio\F03Session3wav_headMic0114.wav,goat,4
dataset\audio\F03Session3wav_headMic0116.wav,rest,4
dataset\audio\MC04Session1wav_headMic0185.wav,much,4
dataset\audio\MC04Session1wav_headMic0176.wav,suit,4
dataset\audio\F03Session3wav_headMic0170.wav,leak,4
dataset\audio\F03Session3wav_headMic0171.wav,hill,4
dataset\audio\MC04Session1wav_headMic0145.wav,play,4
dataset\audio\F04Session2wav_headMic0015.wav,fear,4
dataset\audio\F04Session2wav_headMic0016.wav,fear,4
dataset\audio\MC04Session1wav_headMic0090.wav,goat,4
dataset\audio\MC04Session1wav_headMic0088.wav,beta,4
dataset\audio\F04Session2wav_headMic0020.wav,boot,4
dataset\audio\F04Session2wav_headMic0021.wav,boot,4
dataset\audio\MC04Session1wav_headMic0086.wav,feed,4
dataset\audio\MC04Session1wav_headMic0085.wav,rate,4
dataset\audio\MC04Session1wav_headMic0077.wav,left,4
dataset\audio\F04Session2wav_headMic0029.wav,gnaw,4
dataset\audio\MC04Session1wav_headMic0075.wav,raid,4
dataset\audio\MC04Session1wav_headMic0071.wav,rage,4
dataset\audio\F04Session2wav_headMic0033.wav,bear,4
dataset\audio\MC04Session1wav_headMic0068.wav,knee,4
dataset\audio\MC04Session1wav_headMic0067.wav,down,4
dataset\audio\F04Session2wav_headMic0037.wav,menu,4
dataset\audio\F04Session2wav_headMic0038.wav,peer,4
dataset\audio\F04Session2wav_headMic0045.wav,sigh,4
dataset\audio\F04Session2wav_headMic0046.wav,mere,4
dataset\audio\F04Session2wav_headMic0049.wav,sigh,4
dataset\audio\F04Session2wav_headMic0050.wav,sigh,4
dataset\audio\MC04Session1wav_headMic0092.wav,weed,4
dataset\audio\F04Session2wav_headMic0011.wav,suit,4
dataset\audio\F04Session2wav_headMic0007.wav,play,4
dataset\audio\MC04Session1wav_headMic0099.wav,feet,4
dataset\audio\F03Session3wav_headMic0179.wav,dice,4
dataset\audio\MC04Session1wav_headMic0140.wav,knot,4
dataset\audio\MC04Session1wav_headMic0138.wav,gnaw,4
dataset\audio\MC04Session1wav_headMic0137.wav,slip,4
dataset\audio\MC04Session1wav_headMic0135.wav,sway,4
dataset\audio\MC04Session1wav_headMic0134.wav,pile,4
dataset\audio\F03Session3wav_headMic0189.wav,spit,4
dataset\audio\MC04Session1wav_headMic0128.wav,hear,4
dataset\audio\MC04Session1wav_headMic0122.wav,meat,4
dataset\audio\MC04Session1wav_headMic0120.wav,horn,4
dataset\audio\MC04Session1wav_headMic0206.wav,side,4
dataset\audio\F03Session3wav_headMic0196.wav,side,4
dataset\audio\MC04Session1wav_headMic0110.wav,beat,4
dataset\audio\F03Session3wav_headMic0204.wav,lake,4
dataset\audio\F03Session3wav_headMic0206.wav,nest,4
dataset\audio\F03Session3wav_headMic0207.wav,ride,4
dataset\audio\F03Session3wav_headMic0210.wav,sell,4
dataset\audio\MC04Session1wav_headMic0104.wav,ship,4
dataset\audio\MC04Session1wav_headMic0103.wav,know,4
dataset\audio\MC04Session1wav_headMic0101.wav,farm,4
dataset\audio\MC04Session1wav_headMic0100.wav,form,4
dataset\audio\F04Session2wav_headMic0003.wav,slay,4
dataset\audio\MC04Session1wav_headMic0112.wav,race,4
dataset\audio\F03Session3wav_headMic0081.wav,chop,4
dataset\audio\MC04Session1wav_headMic0212.wav,back,4
dataset\audio\F03Session3wav_headMic0073.wav,walk,4
dataset\audio\MC04Session1wav_headMic0337.wav,park,4
dataset\audio\F03Session2wav_headMic0113.wav,five,4
dataset\audio\MC04Session1wav_headMic0336.wav,mush,4
dataset\audio\F03Session2wav_headMic0115.wav,liar,4
dataset\audio\F03Session2wav_headMic0116.wav,lair,4
dataset\audio\MC04Session1wav_headMic0334.wav,barn,4
dataset\audio\F03Session2wav_headMic0119.wav,sigh,4
dataset\audio\F03Session2wav_headMic0123.wav,spit,4
dataset\audio\F03Session2wav_headMic0124.wav,spit,4
dataset\audio\F03Session2wav_headMic0125.wav,reek,4
dataset\audio\F03Session2wav_headMic0126.wav,nine,4
dataset\audio\F03Session2wav_headMic0127.wav,side,4
dataset\audio\F03Session2wav_headMic0129.wav,dark,4
dataset\audio\MC04Session1wav_headMic0323.wav,cart,4
dataset\audio\F03Session2wav_headMic0135.wav,barn,4
dataset\audio\MC04Session1wav_headMic0314.wav,reek,4
dataset\audio\MC04Session1wav_headMic0312.wav,golf,4
dataset\audio\MC04Session1wav_headMic0309.wav,sign,4
dataset\audio\F03Session2wav_headMic0144.wav,harp,4
dataset\audio\MC04Session1wav_headMic0305.wav,five,4
dataset\audio\F03Session2wav_headMic0151.wav,fill,4
dataset\audio\F03Session2wav_headMic0109.wav,hark,4
dataset\audio\F03Session2wav_headMic0106.wav,sign,4
dataset\audio\MC04Session1wav_headMic0348.wav,leak,4
dataset\audio\MC04Session1wav_headMic0349.wav,mike,4
dataset\audio\F03Session2wav_headMic0069.wav,echo,4
dataset\audio\F03Session2wav_headMic0071.wav,blow,4
dataset\audio\F03Session2wav_headMic0074.wav,rich,4
dataset\audio\MC04Session1wav_headMic0369.wav,zero,4
dataset\audio\F03Session2wav_headMic0076.wav,park,4
dataset\audio\F03Session2wav_headMic0077.wav,leak,4
dataset\audio\MC04Session1wav_headMic0368.wav,rich,4
dataset\audio\MC04Session1wav_headMic0367.wav,leak,4
dataset\audio\MC04Session1wav_headMic0366.wav,echo,4
dataset\audio\MC04Session1wav_headMic0363.wav,sell,4
dataset\audio\F03Session2wav_headMic0152.wav,tell,4
dataset\audio\MC04Session1wav_headMic0360.wav,dart,4
dataset\audio\F03Session2wav_headMic0091.wav,much,4
dataset\audio\MC04Session1wav_headMic0354.wav,blow,4
dataset\audio\F03Session2wav_headMic0093.wav,golf,4
dataset\audio\F03Session2wav_headMic0095.wav,leak,4
dataset\audio\F03Session2wav_headMic0096.wav,seed,4
dataset\audio\MC04Session1wav_headMic0352.wav,darn,4
dataset\audio\MC04Session1wav_headMic0351.wav,lair,4
dataset\audio\MC04Session1wav_headMic0350.wav,lima,4
dataset\audio\F03Session2wav_headMic0102.wav,mike,4
dataset\audio\F03Session2wav_headMic0103.wav,city,4
dataset\audio\F03Session2wav_headMic0088.wav,part,4
dataset\audio\F03Session2wav_headMic0064.wav,leak,4
dataset\audio\MC04Session1wav_headMic0298.wav,hark,4
dataset\audio\F03Session2wav_headMic0156.wav,zero,4
dataset\audio\MC04Session1wav_headMic0254.wav,loop,4
dataset\audio\F03Session3wav_headMic0036.wav,bird,4
dataset\audio\F03Session3wav_headMic0037.wav,bird,4
dataset\audio\F03Session3wav_headMic0039.wav,spit,4
dataset\audio\MC04Session1wav_headMic0243.wav,sigh,4
dataset\audio\F03Session3wav_headMic0042.wav,mill,4
dataset\audio\F03Session3wav_headMic0043.wav,nice,4
dataset\audio\F03Session3wav_headMic0046.wav,nice,4
dataset\audio\MC04Session1wav_headMic0238.wav,hate,4
dataset\audio\MC04Session1wav_headMic0237.wav,suit,4
dataset\audio\MC04Session1wav_headMic0233.wav,menu,4
dataset\audio\F03Session3wav_headMic0053.wav,rise,4
dataset\audio\MC04Session1wav_headMic0224.wav,slip,4
dataset\audio\F03Session3wav_headMic0057.wav,said,4
dataset\audio\MC04Session1wav_headMic0221.wav,fate,4
dataset\audio\F03Session3wav_headMic0061.wav,fork,4
dataset\audio\F03Session3wav_headMic0062.wav,cork,4
dataset\audio\MC04Session1wav_headMic0215.wav,wish,4
dataset\audio\MC04Session1wav_headMic0213.wav,bear,4
dataset\audio\F03Session3wav_headMic0070.wav,kilo,4
dataset\audio\F03Session3wav_headMic0071.wav,tort,4
dataset\audio\MC04Session1wav_headMic0256.wav,area,4
dataset\audio\F03Session3wav_headMic0031.wav,hold,4
dataset\audio\F03Session3wav_headMic0028.wav,knot,4
dataset\audio\F03Session3wav_headMic0027.wav,back,4
dataset\audio\MC04Session1wav_headMic0295.wav,part,4
dataset\audio\MC04Session1wav_headMic0294.wav,harp,4
dataset\audio\MC04Session1wav_headMic0293.wav,kilo,4
dataset\audio\F03Session3wav_headMic0004.wav,rock,4
dataset\audio\F03Session3wav_headMic0005.wav,shop,4
dataset\audio\F03Session3wav_headMic0006.wav,nice,4
dataset\audio\MC04Session1wav_headMic0286.wav,sigh,4
dataset\audio\MC04Session1wav_headMic0280.wav,take,4
dataset\audio\MC04Session1wav_headMic0279.wav,seed,4
dataset\audio\MC04Session1wav_headMic0277.wav,fill,4
dataset\audio\MC04Session1wav_headMic0297.wav,spit,4
dataset\audio\MC04Session1wav_headMic0276.wav,city,4
dataset\audio\MC04Session1wav_headMic0273.wav,nine,4
dataset\audio\MC04Session1wav_headMic0272.wav,hill,4
dataset\audio\MC04Session1wav_headMic0271.wav,hill,4
dataset\audio\MC04Session1wav_headMic0270.wav,cake,4
dataset\audio\F03Session3wav_headMic0019.wav,muck,4
dataset\audio\MC04Session1wav_headMic0267.wav,much,4
dataset\audio\MC04Session1wav_headMic0266.wav,side,4
dataset\audio\F03Session3wav_headMic0024.wav,chip,4
dataset\audio\MC04Session1wav_headMic0260.wav,tell,4
dataset\audio\F03Session3wav_headMic0026.wav,meat,4
dataset\audio\MC04Session1wav_headMic0274.wav,lick,4
dataset\audio\MC03Session1wav_headMic0313.wav,lima,4
dataset\audio\FC03Session1wav_headMic0197.wav,sigh,4
dataset\audio\FC02Session3wav_headMic0392.wav,nice,4
dataset\audio\MC03Session1wav_headMic0010.wav,fair,4
dataset\audio\MC03Session1wav_headMic0009.wav,feet,4
dataset\audio\MC03Session1wav_headMic0008.wav,feet,4
dataset\audio\FC02Session3wav_headMic0845.wav,file,4
dataset\audio\FC02Session3wav_headMic0846.wav,cold,4
dataset\audio\MC02Session1wav_headMic0105.wav,feed,4
dataset\audio\MC03Session1wav_headMic0006.wav,rave,4
dataset\audio\MC02Session2wav_headMic0079.wav,sing,4
dataset\audio\FC02Session3wav_headMic0850.wav,foil,4
dataset\audio\FC02Session3wav_headMic0852.wav,find,4
dataset\audio\MC02Session1wav_headMic0106.wav,know,4
dataset\audio\MC02Session2wav_headMic0075.wav,chip,4
dataset\audio\FC03Session1wav_headMic0257.wav,side,4
dataset\audio\FC02Session3wav_headMic0856.wav,bull,4
dataset\audio\FC02Session3wav_headMic0858.wav,fall,4
dataset\audio\FC02Session3wav_headMic0859.wav,pale,4
dataset\audio\FC03Session1wav_headMic0256.wav,loop,4
dataset\audio\MC02Session1wav_headMic0104.wav,beat,4
dataset\audio\MC02Session1wav_headMic0109.wav,rain,4
dataset\audio\MC03Session1wav_headMic0015.wav,left,4
dataset\audio\MC03Session1wav_headMic0019.wav,rake,4
dataset\audio\FC02Session3wav_headMic0812.wav,fill,4
dataset\audio\MC02Session1wav_headMic0097.wav,beat,4
dataset\audio\MC03Session1wav_headMic0036.wav,grow,4
dataset\audio\MC03Session1wav_headMic0035.wav,form,4
dataset\audio\FC02Session3wav_headMic0817.wav,vamp,4
dataset\audio\MC03Session1wav_headMic0033.wav,meat,4
dataset\audio\MC03Session1wav_headMic0032.wav,farm,4
dataset\audio\MC03Session1wav_headMic0031.wav,goat,4
dataset\audio\MC03Session1wav_headMic0030.wav,know,4
dataset\audio\MC03Session1wav_headMic0025.wav,rage,4
dataset\audio\MC02Session1wav_headMic0099.wav,form,4
dataset\audio\FC02Session3wav_headMic0829.wav,damp,4
dataset\audio\FC03Session1wav_headMic0269.wav,rich,4
dataset\audio\MC03Session1wav_headMic0022.wav,beta,4
dataset\audio\FC03Session1wav_headMic0268.wav,part,4
dataset\audio\MC03Session1wav_headMic0020.wav,feed,4
dataset\audio\FC02Session3wav_headMic0833.wav,told,4
dataset\audio\FC03Session1wav_headMic0265.wav,back,4
dataset\audio\FC02Session3wav_headMic0811.wav,fold,4
dataset\audio\FC03Session1wav_headMic0254.wav,suit,4
dataset\audio\FC02Session3wav_headMic0862.wav,seat,4
dataset\audio\MC02Session2wav_headMic0050.wav,rest,4
dataset\audio\FC02Session3wav_headMic0880.wav,bash,4
dataset\audio\MC02Session2wav_headMic0047.wav,dead,4
dataset\audio\FC03Session1wav_headMic0225.wav,fear,4
dataset\audio\MC02Session2wav_headMic0046.wav,left,4
dataset\audio\MC02Session2wav_headMic0045.wav,spit,4
dataset\audio\MC02Session2wav_headMic0039.wav,knot,4
dataset\audio\FC02Session3wav_headMic0890.wav,ball,4
dataset\audio\MC02Session2wav_headMic0037.wav,rock,4
dataset\audio\FC03Session1wav_headMic0221.wav,slip,4
dataset\audio\MC02Session2wav_headMic0033.wav,nest,4
dataset\audio\FC02Session3wav_headMic0897.wav,sold,4
dataset\audio\MC02Session2wav_headMic0032.wav,hand,4
dataset\audio\FC02Session3wav_headMic0899.wav,bank,4
dataset\audio\FC02Session3wav_headMic0901.wav,soul,4
dataset\audio\FC02Session3wav_headMic0903.wav,full,4
dataset\audio\FC02Session3wav_headMic0905.wav,pull,4
dataset\audio\FC03Session1wav_headMic0228.wav,mere,4
dataset\audio\FC03Session1wav_headMic0252.wav,pile,4
dataset\audio\MC02Session2wav_headMic0052.wav,sell,4
dataset\audio\FC03Session1wav_headMic0229.wav,mere,4
dataset\audio\FC02Session3wav_headMic0865.wav,bowl,4
dataset\audio\MC02Session2wav_headMic0064.wav,ship,4
dataset\audio\FC03Session1wav_headMic0244.wav,peer,4
dataset\audio\FC03Session1wav_headMic0241.wav,sway,4
dataset\audio\FC03Session1wav_headMic0240.wav,much,4
dataset\audio\FC02Session3wav_headMic0870.wav,mold,4
dataset\audio\FC03Session1wav_headMic0238.wav,deer,4
dataset\audio\FC02Session3wav_headMic0871.wav,mole,4
dataset\audio\MC02Session2wav_headMic0061.wav,meat,4
dataset\audio\FC02Session3wav_headMic0873.wav,pace,4
dataset\audio\FC02Session3wav_headMic0874.wav,neat,4
dataset\audio\FC02Session3wav_headMic0875.wav,call,4
dataset\audio\MC02Session2wav_headMic0060.wav,lock,4
dataset\audio\FC03Session1wav_headMic0236.wav,toot,4
dataset\audio\FC03Session1wav_headMic0235.wav,slip,4
dataset\audio\FC03Session1wav_headMic0233.wav,here,4
dataset\audio\MC02Session1wav_headMic0119.wav,slip,4
dataset\audio\MC02Session2wav_headMic0056.wav,rock,4
dataset\audio\MC02Session2wav_headMic0027.wav,neat,4
dataset\audio\FC03Session1wav_headMic0273.wav,fill,4
dataset\audio\FC02Session3wav_headMic0809.wav,mall,4
dataset\audio\FC02Session3wav_headMic0730.wav,hail,4
dataset\audio\MC03Session1wav_headMic0080.wav,beat,4
dataset\audio\FC02Session3wav_headMic0735.wav,feed,4
dataset\audio\FC02Session3wav_headMic0736.wav,hate,4
dataset\audio\FC03Session1wav_headMic0293.wav,take,4
dataset\audio\FC02Session3wav_headMic0741.wav,seed,4
dataset\audio\FC02Session3wav_headMic0744.wav,Luke,4
dataset\audio\FC02Session3wav_headMic0745.wav,leak,4
dataset\audio\FC03Session1wav_headMic0291.wav,lima,4
dataset\audio\FC02Session3wav_headMic0746.wav,farm,4
dataset\audio\FC02Session3wav_headMic0747.wav,fold,4
dataset\audio\MC02Session1wav_headMic0083.wav,feed,4
dataset\audio\FC02Session3wav_headMic0748.wav,pink,4
dataset\audio\MC03Session1wav_headMic0074.wav,race,4
dataset\audio\FC02Session3wav_headMic0751.wav,horn,4
dataset\audio\MC02Session1wav_headMic0202.wav,root,4
