audio path,prompt
dataset\audio\M02Session1wav_headMic0225.wav,bat
dataset\audio\M02Session1wav_headMic0226.wav,Mother sews yellow gingham aprons.
dataset\audio\M02Session1wav_headMic0227.wav,much
dataset\audio\M02Session1wav_headMic0228.wav,know
dataset\audio\M02Session1wav_headMic0230.wav,rock
dataset\audio\M02Session1wav_headMic0231.wav,rock
dataset\audio\M02Session1wav_headMic0232.wav,Jane may earn more money by working hard.
dataset\audio\M02Session1wav_headMic0233.wav,sigh
dataset\audio\M02Session1wav_headMic0234.wav,troop
dataset\audio\M02Session1wav_headMic0235.wav,root
dataset\audio\M02Session1wav_headMic0236.wav,I scrubbed the floors thoroughly.
dataset\audio\M02Session1wav_headMic0237.wav,thigh
dataset\audio\M02Session1wav_headMic0238.wav,The train approached the depot slowly.
dataset\audio\M02Session1wav_headMic0239.wav,deer
dataset\audio\M02Session1wav_headMic0240.wav,explore
dataset\audio\M02Session2wav_headMic0076.wav,group
dataset\audio\M02Session2wav_headMic0077.wav,gnaw
dataset\audio\M02Session2wav_headMic0078.wav,The humidity is overwhelming there.
dataset\audio\M02Session2wav_headMic0079.wav,air
dataset\audio\M02Session2wav_headMic0080.wav,air
dataset\audio\M02Session2wav_headMic0081.wav,select
dataset\audio\M02Session2wav_headMic0082.wav,yes
dataset\audio\M02Session2wav_headMic0083.wav,toot
dataset\audio\M02Session2wav_headMic0084.wav,bad
dataset\audio\M02Session2wav_headMic0085.wav,white
dataset\audio\M02Session2wav_headMic0086.wav,My sister made the flowered curtains.
dataset\audio\M02Session2wav_headMic0087.wav,lip
dataset\audio\M02Session2wav_headMic0088.wav,Two other cases also were under advisement.
dataset\audio\M02Session2wav_headMic0089.wav,briar
dataset\audio\M02Session2wav_headMic0090.wav,Where were you while we were away?
dataset\audio\M02Session2wav_headMic0091.wav,sleep
dataset\audio\M02Session2wav_headMic0092.wav,coupe
dataset\audio\M02Session2wav_headMic0094.wav,pat
dataset\audio\M02Session2wav_headMic0095.wav,and
dataset\audio\M02Session2wav_headMic0096.wav,A roll of wire lay near the wall.
dataset\audio\M02Session2wav_headMic0097.wav,echo
dataset\audio\M02Session2wav_headMic0098.wav,Aluminum silverware can often be flimsy.
dataset\audio\M02Session2wav_headMic0099.wav,fat
dataset\audio\M02Session2wav_headMic0100.wav,mike
dataset\audio\M02Session2wav_headMic0101.wav,seeds
dataset\audio\M02Session2wav_headMic0102.wav,sell
dataset\audio\M02Session2wav_headMic0103.wav,brought
dataset\audio\M02Session2wav_headMic0104.wav,Students watched as he got out.
dataset\audio\M02Session2wav_headMic0105.wav,at
dataset\audio\M02Session2wav_headMic0106.wav,pretty
dataset\audio\M02Session2wav_headMic0107.wav,sigh
dataset\audio\M02Session2wav_headMic0108.wav,pitting
dataset\audio\M02Session2wav_headMic0109.wav,lick
dataset\audio\M02Session2wav_headMic0110.wav,lick
dataset\audio\M02Session2wav_headMic0111.wav,Both injuries were to the same leg.
dataset\audio\M02Session2wav_headMic0112.wav,tell
dataset\audio\M02Session2wav_headMic0113.wav,lair
dataset\audio\M02Session2wav_headMic0114.wav,vat
dataset\audio\M02Session2wav_headMic0115.wav,kilo
dataset\audio\M02Session2wav_headMic0116.wav,witty
dataset\audio\M02Session2wav_headMic0117.wav,The dolphins swam around our boat.
dataset\audio\M02Session2wav_headMic0118.wav,lima
dataset\audio\M02Session2wav_headMic0119.wav,The misguided souls have lost their way.
dataset\audio\M02Session2wav_headMic0120.wav,papa
dataset\audio\M02Session2wav_headMic0121.wav,This is a period of transition for me.
dataset\audio\M02Session2wav_headMic0122.wav,dark
dataset\audio\M02Session2wav_headMic0123.wav,hem
dataset\audio\M02Session2wav_headMic0124.wav,loyal
dataset\audio\M02Session2wav_headMic0125.wav,sign
dataset\audio\M02Session2wav_headMic0126.wav,written
dataset\audio\M02Session2wav_headMic0127.wav,take
dataset\audio\M02Session2wav_headMic0128.wav,"Before Thursday's exam, review every formula."
dataset\audio\M02Session2wav_headMic0129.wav,reek
dataset\audio\M02Session2wav_headMic0130.wav,seed
dataset\audio\M02Session2wav_headMic0131.wav,The box contained three sweaters.
dataset\audio\M02Session2wav_headMic0132.wav,brawn
dataset\audio\M02Session2wav_headMic0133.wav,Alimony harms a divorced man's wealth.
dataset\audio\M02Session2wav_headMic0134.wav,It also provides for funds to clear slums and help colleges build dormitories.
dataset\audio\M02Session2wav_headMic0135.wav,bit
dataset\audio\M02Session2wav_headMic0136.wav,knitting
dataset\audio\M02Session2wav_headMic0137.wav,This is not a program of socialized medicine.
dataset\audio\M02Session2wav_headMic0138.wav,fill
dataset\audio\M02Session2wav_headMic0139.wav,He wrapped the package hastily.
dataset\audio\M02Session2wav_headMic0140.wav,pit
dataset\audio\M02Session2wav_headMic0141.wav,pit
dataset\audio\M02Session2wav_headMic0142.wav,pit
dataset\audio\M02Session2wav_headMic0143.wav,november
dataset\audio\M02Session2wav_headMic0144.wav,eight
dataset\audio\M02Session2wav_headMic0145.wav,side
dataset\audio\M02Session2wav_headMic0146.wav,barn
dataset\audio\M02Session2wav_headMic0147.wav,him
dataset\audio\M02Session2wav_headMic0148.wav,start
dataset\audio\M02Session2wav_headMic0149.wav,foxtrot
dataset\audio\M02Session2wav_headMic0150.wav,kitten
dataset\audio\M02Session2wav_headMic0151.wav,juliet
dataset\audio\M02Session2wav_headMic0152.wav,hark
dataset\audio\M02Session2wav_headMic0153.wav,bloat
dataset\audio\M02Session2wav_headMic0154.wav,relax
dataset\audio\M02Session2wav_headMic0155.wav,oh
dataset\audio\M02Session2wav_headMic0156.wav,yes
dataset\audio\M02Session2wav_headMic0157.wav,leak
dataset\audio\M02Session2wav_headMic0158.wav,mitten
dataset\audio\M02Session2wav_headMic0159.wav,oscar
dataset\audio\M02Session2wav_headMic0160.wav,I have had my bell rung.
dataset\audio\M02Session2wav_headMic0161.wav,The museum hires musicians every evening.
dataset\audio\M02Session2wav_headMic0162.wav,sergeant
dataset\audio\M02Session2wav_headMic0163.wav,"She wore warm, fleecy, woolen overalls."
dataset\audio\M02Session2wav_headMic0164.wav,sitting
dataset\audio\M02Session2wav_headMic0165.wav,at
dataset\audio\M02Session2wav_headMic0166.wav,rich
dataset\audio\M02Session2wav_headMic0167.wav,spark
dataset\audio\M02Session2wav_headMic0168.wav,spark
dataset\audio\M02Session2wav_headMic0169.wav,spit
dataset\audio\M02Session2wav_headMic0170.wav,spain
dataset\audio\M02Session2wav_headMic0171.wav,chop
dataset\audio\M02Session2wav_headMic0172.wav,nine
dataset\audio\M02Session2wav_headMic0173.wav,city
dataset\audio\M02Session2wav_headMic0174.wav,cake
dataset\audio\M02Session2wav_headMic0176.wav,hum
dataset\audio\M02Session2wav_headMic0177.wav,hotel
dataset\audio\M02Session2wav_headMic0178.wav,The books are very expensive.
dataset\audio\M02Session2wav_headMic0179.wav,harp
dataset\audio\M02Session2wav_headMic0180.wav,cart
dataset\audio\M02Session2wav_headMic0181.wav,park
dataset\audio\M02Session2wav_headMic0182.wav,dart
dataset\audio\M02Session2wav_headMic0183.wav,hill
dataset\audio\M02Session2wav_headMic0184.wav,zero
dataset\audio\M02Session2wav_headMic0185.wav,seven
dataset\audio\M02Session2wav_headMic0187.wav,I expect we'll bounce back this week.
dataset\audio\M02Session2wav_headMic0188.wav,The little schoolhouse stood empty.
dataset\audio\M02Session2wav_headMic0189.wav,blow
dataset\audio\M02Session2wav_headMic0190.wav,Alfalfa is healthy for you.
dataset\audio\M02Session2wav_headMic0191.wav,"Night after night, they received annoying phone calls."
dataset\audio\M02Session2wav_headMic0192.wav,top
dataset\audio\M02Session2wav_headMic0193.wav,Swing your arm as high as you can.
dataset\audio\M02Session2wav_headMic0194.wav,It was a good win for us.
dataset\audio\M02Session2wav_headMic0195.wav,Day after day some new episode is reported.
dataset\audio\M02Session2wav_headMic0196.wav,him
dataset\audio\M02Session2wav_headMic0197.wav,thought
dataset\audio\M02Session2wav_headMic0198.wav,shy
dataset\audio\M02Session2wav_headMic0199.wav,six
dataset\audio\M02Session2wav_headMic0200.wav,There is a treehouse up above.
dataset\audio\M02Session2wav_headMic0201.wav,pit
dataset\audio\M02Session2wav_headMic0202.wav,He further proposed grants of an unspecified sum for experimental hospitals.
dataset\audio\M02Session2wav_headMic0203.wav,fat
dataset\audio\M02Session2wav_headMic0204.wav,"If you are losing water, replace it immediately."
dataset\audio\M02Session2wav_headMic0205.wav,heart
dataset\audio\M02Session2wav_headMic0206.wav,league
dataset\audio\M02Session2wav_headMic0207.wav,It eventually became a rather proud claim.
dataset\audio\M02Session2wav_headMic0208.wav,Nothing has been done yet to take advantage of the enabling legislation.
dataset\audio\M02Session2wav_headMic0209.wav,We rode horseback to the farm.
dataset\audio\M02Session2wav_headMic0210.wav,quebec
dataset\audio\M02Session2wav_headMic0211.wav,bitten
dataset\audio\M02Session2wav_headMic0212.wav,The job provides many benefits.
dataset\audio\M02Session2wav_headMic0213.wav,The job provides many benefits.
dataset\audio\M02Session2wav_headMic0214.wav,hat
dataset\audio\M02Session2wav_headMic0215.wav,witch
dataset\audio\M02Session2wav_headMic0216.wav,leak
dataset\audio\M02Session2wav_headMic0217.wav,part
dataset\audio\M02Session2wav_headMic0218.wav,mush
dataset\audio\M02Session2wav_headMic0219.wav,leak
dataset\audio\M02Session2wav_headMic0220.wav,no
dataset\audio\M02Session2wav_headMic0221.wav,fitting
dataset\audio\M02Session2wav_headMic0222.wav,"When all else fails, use force."
dataset\audio\M02Session2wav_headMic0223.wav,thorn
dataset\audio\M02Session2wav_headMic0226.wav,golf
dataset\audio\M02Session2wav_headMic0227.wav,hitting
dataset\audio\M02Session2wav_headMic0228.wav,Carl lives in a lively home.
dataset\audio\M02Session2wav_headMic0229.wav,darn
dataset\audio\M02Session2wav_headMic0231.wav,knot
dataset\audio\M02Session2wav_headMic0232.wav,A good attitude is unbeatable.
dataset\audio\M02Session2wav_headMic0233.wav,wicked
dataset\audio\M02Session2wav_headMic0234.wav,bread
dataset\audio\M02Session2wav_headMic0235.wav,The owners regularly look for plumbing leaks.
dataset\audio\M02Session2wav_headMic0236.wav,chip
dataset\audio\M02Session2wav_headMic0237.wav,Being able to dance can help too.
dataset\audio\M02Session2wav_headMic0238.wav,hand
dataset\audio\M02Session2wav_headMic0239.wav,witch
dataset\audio\M02Session2wav_headMic0240.wav,sitter
dataset\audio\M02Session2wav_headMic0241.wav,said
dataset\audio\M02Session2wav_headMic0242.wav,tread
dataset\audio\M03Session2wav_headMic0002.wav,now
dataset\audio\M03Session2wav_headMic0003.wav,know
dataset\audio\M03Session2wav_headMic0004.wav,farm
dataset\audio\M03Session2wav_headMic0005.wav,rain
dataset\audio\M03Session2wav_headMic0006.wav,gadget
dataset\audio\M03Session2wav_headMic0007.wav,race
dataset\audio\M03Session2wav_headMic0009.wav,ship
dataset\audio\M03Session2wav_headMic0010.wav,air
dataset\audio\M03Session2wav_headMic0011.wav,tip
dataset\audio\M03Session2wav_headMic0013.wav,"Well, he is nearly ninety-three years old;"
dataset\audio\M03Session2wav_headMic0014.wav,"Well, he is nearly ninety-three years old;"
dataset\audio\M03Session2wav_headMic0015.wav,hair
dataset\audio\M03Session2wav_headMic0016.wav,alpha
dataset\audio\M03Session2wav_headMic0017.wav,warm
dataset\audio\M03Session2wav_headMic0020.wav,glow
dataset\audio\M03Session2wav_headMic0021.wav,goat
dataset\audio\M03Session2wav_headMic0022.wav,weed
dataset\audio\M03Session2wav_headMic0023.wav,knew
dataset\audio\M03Session2wav_headMic0024.wav,bug
dataset\audio\M03Session2wav_headMic0025.wav,no
dataset\audio\M03Session2wav_headMic0026.wav,sheet
dataset\audio\M03Session2wav_headMic0028.wav,corn
dataset\audio\M03Session2wav_headMic0029.wav,"Except in the winter when the ooze or snow or ice prevents,"
dataset\audio\M03Session2wav_headMic0030.wav,feed
dataset\audio\M03Session2wav_headMic0031.wav,right
dataset\audio\M03Session2wav_headMic0032.wav,fair
dataset\audio\M03Session2wav_headMic0033.wav,bat
dataset\audio\M03Session2wav_headMic0034.wav,feet
dataset\audio\M03Session2wav_headMic0035.wav,trouble
dataset\audio\M03Session2wav_headMic0037.wav,double
dataset\audio\M03Session2wav_headMic0038.wav,rate
dataset\audio\M03Session2wav_headMic0039.wav,range
dataset\audio\M03Session2wav_headMic0040.wav,raid
dataset\audio\M03Session2wav_headMic0041.wav,pat
dataset\audio\M03Session2wav_headMic0042.wav,chair
dataset\audio\M03Session2wav_headMic0043.wav,swarm
dataset\audio\M03Session2wav_headMic0044.wav,storm
dataset\audio\M03Session2wav_headMic0045.wav,She had your dark suit in greasy wash water all year.
dataset\audio\M03Session2wav_headMic0046.wav,grow
dataset\audio\M03Session2wav_headMic0047.wav,dark
dataset\audio\M03Session2wav_headMic0048.wav,jagged
dataset\audio\M03Session2wav_headMic0049.wav,up
dataset\audio\M03Session2wav_headMic0050.wav,air
dataset\audio\M03Session2wav_headMic0051.wav,stubble
dataset\audio\M03Session2wav_headMic0053.wav,trait
dataset\audio\M03Session2wav_headMic0054.wav,store
dataset\audio\M03Session2wav_headMic0056.wav,beta
dataset\audio\M03Session2wav_headMic0057.wav,usually minus several buttons;
dataset\audio\M03Session2wav_headMic0058.wav,train
dataset\audio\M03Session2wav_headMic0059.wav,park
dataset\audio\M03Session2wav_headMic0060.wav,dagger
dataset\audio\M03Session2wav_headMic0061.wav,bubble
dataset\audio\M03Session2wav_headMic0062.wav,torn
dataset\audio\M03Session2wav_headMic0063.wav,knee
dataset\audio\M03Session2wav_headMic0064.wav,chair
dataset\audio\M03Session2wav_headMic0065.wav,yet he still thinks as swiftly as ever.
dataset\audio\M03Session2wav_headMic0066.wav,beat
dataset\audio\M03Session2wav_headMic0067.wav,sip
dataset\audio\M03Session2wav_headMic0068.wav,sip
dataset\audio\M03Session2wav_headMic0069.wav,form
dataset\audio\M03Session2wav_headMic0070.wav,one
dataset\audio\M03Session2wav_headMic0071.wav,sticks
dataset\audio\M03Session2wav_headMic0072.wav,dug
dataset\audio\M03Session2wav_headMic0074.wav,"but he always answers, ""Banana oil!"""
dataset\audio\M03Session2wav_headMic0075.wav,beat
dataset\audio\M03Session2wav_headMic0076.wav,beat
dataset\audio\M03Session2wav_headMic0077.wav,trace
dataset\audio\M03Session2wav_headMic0078.wav,swarm
dataset\audio\M03Session2wav_headMic0080.wav,swore
dataset\audio\M03Session2wav_headMic0081.wav,warm
dataset\audio\M03Session2wav_headMic0082.wav,feet
dataset\audio\M03Session2wav_headMic0083.wav,yes
dataset\audio\M03Session2wav_headMic0084.wav,go
dataset\audio\M03Session2wav_headMic0085.wav,meat
dataset\audio\M03Session2wav_headMic0086.wav,fee
dataset\audio\M03Session2wav_headMic0087.wav,trade
dataset\audio\M03Session2wav_headMic0088.wav,car
dataset\audio\M03Session2wav_headMic0089.wav,storm
dataset\audio\M03Session2wav_headMic0090.wav,down
dataset\audio\M03Session2wav_headMic0091.wav,slip
dataset\audio\M03Session2wav_headMic0092.wav,share
dataset\audio\M03Session2wav_headMic0093.wav,knew
dataset\audio\M03Session2wav_headMic0095.wav,stick
dataset\audio\M03Session2wav_headMic0096.wav,Twice each day he plays skillfully and with zest upon our small organ.
dataset\audio\M03Session2wav_headMic0097.wav,horn
dataset\audio\M03Session2wav_headMic0098.wav,"We have often urged him to walk more and smoke less,"
dataset\audio\M03Session2wav_headMic0099.wav,"he dresses himself in an ancient black frock coat,"
dataset\audio\M03Session2wav_headMic0100.wav,"he dresses himself in an ancient black frock coat,"
dataset\audio\M03Session2wav_headMic0101.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle."
dataset\audio\M03Session2wav_headMic0102.wav,"When he speaks, his voice is just a bit cracked and quivers a trifle."
dataset\audio\M03Session2wav_headMic0103.wav,sip
dataset\audio\M03Session2wav_headMic0104.wav,for
dataset\audio\M03Session2wav_headMic0105.wav,floor
dataset\audio\M03Session2wav_headMic0106.wav,jacket
dataset\audio\M03Session2wav_headMic0107.wav,The quick brown fox jumps over the lazy dog.
dataset\audio\M03Session2wav_headMic0108.wav,left
dataset\audio\M03Session2wav_headMic0109.wav,rage
dataset\audio\M03Session2wav_headMic0110.wav,spark
dataset\audio\M03Session2wav_headMic0111.wav,You wished to know all about my grandfather.
dataset\audio\M03Session2wav_headMic0112.wav,bit
dataset\audio\M03Session2wav_headMic0113.wav,rake
dataset\audio\M03Session2wav_headMic0114.wav,the
dataset\audio\M03Session2wav_headMic0115.wav,"A long, flowing beard clings to his chin,"
dataset\audio\M03Session2wav_headMic0116.wav,rave
dataset\audio\M03Session2wav_headMic0117.wav,Don't ask me to carry an oily rag like that.
dataset\audio\M03Session2wav_headMic0118.wav,giving those who observe him a pronounced feeling of the utmost respect.
dataset\audio\M03Session2wav_headMic0119.wav,You'd be better off taking a cold shower.
dataset\audio\M03Session2wav_headMic0120.wav,three
dataset\audio\M03Session2wav_headMic0121.wav,dot
dataset\audio\M03Session2wav_headMic0122.wav,wish
dataset\audio\M03Session2wav_headMic0123.wav,select
dataset\audio\M03Session2wav_headMic0124.wav,prior
dataset\audio\M03Session2wav_headMic0125.wav,steer
dataset\audio\M03Session2wav_headMic0126.wav,pad
dataset\audio\M03Session2wav_headMic0127.wav,urgent
dataset\audio\M03Session2wav_headMic0128.wav,One validated acts of school districts.
dataset\audio\M03Session2wav_headMic0129.wav,know
dataset\audio\M03Session2wav_headMic0130.wav,know
dataset\audio\M03Session2wav_headMic0131.wav,error
dataset\audio\M03Session2wav_headMic0132.wav,cycle
dataset\audio\M03Session2wav_headMic0133.wav,fruit
dataset\audio\M03Session2wav_headMic0134.wav,shear
dataset\audio\M03Session2wav_headMic0135.wav,Jane may earn more money by working hard.
dataset\audio\M03Session2wav_headMic0136.wav,sleep
dataset\audio\M03Session2wav_headMic0137.wav,write
dataset\audio\M03Session2wav_headMic0138.wav,All the big baseball players get traded.
dataset\audio\M03Session2wav_headMic0139.wav,no
dataset\audio\M03Session2wav_headMic0140.wav,of
dataset\audio\M03Session2wav_headMic0141.wav,loop
dataset\audio\M03Session2wav_headMic0142.wav,floor
dataset\audio\M03Session2wav_headMic0143.wav,four
dataset\audio\M03Session2wav_headMic0144.wav,My sister made the flowered curtains.
dataset\audio\M03Session2wav_headMic0145.wav,suit
dataset\audio\M03Session2wav_headMic0146.wav,gnaw
dataset\audio\M03Session2wav_headMic0147.wav,coupe
dataset\audio\M03Session2wav_headMic0148.wav,area
dataset\audio\M03Session2wav_headMic0149.wav,hear
dataset\audio\M03Session2wav_headMic0150.wav,deer
dataset\audio\M03Session2wav_headMic0151.wav,Are your grades higher or lower than Nancy's?
dataset\audio\M03Session2wav_headMic0152.wav,bat
dataset\audio\M03Session2wav_headMic0153.wav,rocks
dataset\audio\M03Session2wav_headMic0154.wav,galore
dataset\audio\M03Session2wav_headMic0155.wav,You're used to being on the field.
dataset\audio\M03Session2wav_headMic0156.wav,hate
dataset\audio\M03Session2wav_headMic0157.wav,slip
dataset\audio\M03Session2wav_headMic0158.wav,write
dataset\audio\M03Session2wav_headMic0159.wav,charlie
dataset\audio\M03Session2wav_headMic0160.wav,briar
dataset\audio\M03Session2wav_headMic0161.wav,bad
dataset\audio\M03Session2wav_headMic0162.wav,Bright sunshine shimmers on the ocean.
dataset\audio\M03Session2wav_headMic0163.wav,pay
dataset\audio\M03Session2wav_headMic0164.wav,I looked up and noticed two old men.
dataset\audio\M03Session2wav_headMic0165.wav,He will allow a rare lie.
dataset\audio\M03Session2wav_headMic0166.wav,The islands are sparsely populated.
dataset\audio\M03Session2wav_headMic0167.wav,white
dataset\audio\M03Session2wav_headMic0168.wav,This was easy for us.
dataset\audio\M03Session2wav_headMic0169.wav,were
dataset\audio\M03Session2wav_headMic0170.wav,we're
dataset\audio\M03Session2wav_headMic0171.wav,mut
dataset\audio\M03Session2wav_headMic0172.wav,near
dataset\audio\M03Session2wav_headMic0173.wav,ate
dataset\audio\M03Session2wav_headMic0174.wav,cheer
dataset\audio\M03Session2wav_headMic0175.wav,suit
dataset\audio\M03Session2wav_headMic0177.wav,mere
dataset\audio\M03Session2wav_headMic0178.wav,ate
dataset\audio\M03Session2wav_headMic0179.wav,I was conscious all the time.
dataset\audio\M03Session2wav_headMic0180.wav,delta
dataset\audio\M03Session2wav_headMic0181.wav,slay
dataset\audio\M03Session2wav_headMic0182.wav,I scrubbed the floors thoroughly.
dataset\audio\M03Session2wav_headMic0184.wav,The train approached the depot slowly.
dataset\audio\M03Session2wav_headMic0185.wav,Why yell or worry over silly items?
dataset\audio\M03Session2wav_headMic0186.wav,forward
dataset\audio\M03Session2wav_headMic0187.wav,"Everything went real smooth, the sheriff said."
dataset\audio\M03Session2wav_headMic0188.wav,tile
dataset\audio\M03Session2wav_headMic0189.wav,whoop
dataset\audio\M03Session2wav_headMic0190.wav,sprinkle
dataset\audio\M03Session2wav_headMic0191.wav,fear
dataset\audio\M03Session2wav_headMic0192.wav,Where were you while we were away?
dataset\audio\M03Session2wav_headMic0193.wav,back
dataset\audio\M03Session2wav_headMic0194.wav,I just try to do my best.
dataset\audio\M03Session2wav_headMic0195.wav,lip
dataset\audio\M03Session2wav_headMic0196.wav,They carried me off on the stretcher.
dataset\audio\M03Session2wav_headMic0197.wav,root
dataset\audio\M03Session2wav_headMic0198.wav,We gathered shells on the beach.
dataset\audio\M03Session2wav_headMic0199.wav,Mother sews yellow gingham aprons.
dataset\audio\M03Session2wav_headMic0200.wav,through
dataset\audio\M03Session2wav_headMic0201.wav,though
dataset\audio\M03Session2wav_headMic0202.wav,sway
dataset\audio\M03Session2wav_headMic0203.wav,snoop
dataset\audio\M03Session2wav_headMic0204.wav,bear
dataset\audio\M03Session2wav_headMic0205.wav,pat
dataset\audio\M03Session2wav_headMic0206.wav,menu
dataset\audio\M03Session2wav_headMic0207.wav,single
dataset\audio\M03Session2wav_headMic0208.wav,tie
dataset\audio\M03Session2wav_headMic0209.wav,Just one side got wet.
dataset\audio\M03Session2wav_headMic0210.wav,knot
dataset\audio\M03Session2wav_headMic0211.wav,I feel I can play this weekend.
dataset\audio\M03Session2wav_headMic0212.wav,group
dataset\audio\M03Session2wav_headMic0213.wav,She is thinner than I am.
dataset\audio\M03Session2wav_headMic0214.wav,here
dataset\audio\M03Session2wav_headMic0215.wav,air
dataset\audio\M03Session2wav_headMic0216.wav,slip
dataset\audio\M03Session2wav_headMic0217.wav,shoot
dataset\audio\M03Session2wav_headMic0218.wav,I tried to tell people in the community.
dataset\audio\M03Session2wav_headMic0219.wav,Will Robin wear a yellow lily?
dataset\audio\M03Session2wav_headMic0220.wav,witch
dataset\audio\M03Session2wav_headMic0221.wav,Both figures would go higher in later years.
dataset\audio\M03Session2wav_headMic0222.wav,Nothing is as offensive as innocence.
dataset\audio\M03Session2wav_headMic0223.wav,knew
dataset\audio\M03Session2wav_headMic0224.wav,peer
dataset\audio\M03Session2wav_headMic0225.wav,toot
dataset\audio\M03Session2wav_headMic0226.wav,pile
dataset\audio\M03Session2wav_headMic0227.wav,yes
dataset\audio\M03Session2wav_headMic0228.wav,jungle
dataset\audio\M03Session2wav_headMic0229.wav,jungle
dataset\audio\M03Session2wav_headMic0230.wav,explore
dataset\audio\M03Session2wav_headMic0231.wav,troop
dataset\audio\M03Session2wav_headMic0232.wav,sigh
dataset\audio\M03Session2wav_headMic0234.wav,rock
dataset\audio\M03Session2wav_headMic0235.wav,boot
dataset\audio\M03Session2wav_headMic0236.wav,fate
dataset\audio\M03Session2wav_headMic0237.wav,light
dataset\audio\M03Session2wav_headMic0238.wav,thigh
dataset\audio\M03Session2wav_headMic0239.wav,side
dataset\audio\M03Session2wav_headMic0240.wav,pot
dataset\audio\M03Session2wav_headMic0241.wav,The humidity is overwhelming there.
dataset\audio\M03Session2wav_headMic0242.wav,much
dataset\audio\M03Session2wav_headMic0243.wav,sigh
dataset\audio\M03Session2wav_headMic0244.wav,"If you destroy confidence in banks, you do something to the economy, he said."
dataset\audio\M03Session2wav_headMic0245.wav,"If you destroy confidence in banks, you do something to the economy, he said."
dataset\audio\M03Session2wav_headMic0246.wav,bad
dataset\audio\M03Session2wav_headMic0247.wav,play
dataset\audio\M03Session2wav_headMic0248.wav,sigh
dataset\audio\M03Session2wav_headMic0249.wav,Their house is grey and white.
dataset\audio\M03Session2wav_headMic0250.wav,Two other cases also were under advisement.
dataset\audio\M03Session2wav_headMic0251.wav,droop
dataset\audio\M03Session2wav_headMic0252.wav,brawn
dataset\audio\M03Session2wav_headMic0253.wav,part
dataset\audio\M03Session2wav_headMic0254.wav,witty
dataset\audio\M03Session2wav_headMic0255.wav,mitten
dataset\audio\M03Session2wav_headMic0256.wav,This is a period of transition for me.
dataset\audio\M03Session2wav_headMic0257.wav,It was a good win for us.
dataset\audio\M03Session2wav_headMic0258.wav,barn
dataset\audio\M03Session2wav_headMic0259.wav,pitting
dataset\audio\M03Session2wav_headMic0260.wav,The little schoolhouse stood empty.
dataset\audio\M03Session2wav_headMic0261.wav,park
dataset\audio\M03Session2wav_headMic0264.wav,loyal
dataset\audio\M03Session2wav_headMic0265.wav,mush
dataset\audio\M03Session2wav_headMic0266.wav,and
dataset\audio\M03Session2wav_headMic0267.wav,hill
dataset\audio\M03Session2wav_headMic0268.wav,kilo
dataset\audio\M03Session2wav_headMic0269.wav,brought
dataset\audio\M03Session2wav_headMic0270.wav,hotel
dataset\audio\M03Session2wav_headMic0271.wav,I expect we'll bounce back this week.
dataset\audio\M03Session2wav_headMic0272.wav,thought
dataset\audio\M03Session2wav_headMic0273.wav,The misguided souls have lost their way.
dataset\audio\M03Session2wav_headMic0275.wav,"Before Thursday's exam, review every formula."
dataset\audio\M03Session2wav_headMic0276.wav,juliet
dataset\audio\M03Session2wav_headMic0277.wav,This is not a program of socialized medicine.
dataset\audio\M03Session2wav_headMic0278.wav,Alimony harms a divorced man's wealth.
dataset\audio\M03Session2wav_headMic0279.wav,city
dataset\audio\M03Session2wav_headMic0280.wav,spit
dataset\audio\M03Session2wav_headMic0281.wav,pit
dataset\audio\M03Session2wav_headMic0282.wav,lick
dataset\audio\M03Session2wav_headMic0283.wav,dart
dataset\audio\M03Session2wav_headMic0284.wav,hum
dataset\audio\M03Session2wav_headMic0285.wav,mike
dataset\audio\M03Session2wav_headMic0286.wav,A roll of wire lay near the wall.
dataset\audio\M03Session2wav_headMic0287.wav,It eventually became a rather proud claim.
dataset\audio\M03Session2wav_headMic0288.wav,pit
dataset\audio\M03Session2wav_headMic0289.wav,leak
dataset\audio\M03Session2wav_headMic0290.wav,sigh
dataset\audio\M03Session2wav_headMic0291.wav,yes
dataset\audio\M03Session2wav_headMic0292.wav,reek
dataset\audio\M03Session2wav_headMic0293.wav,tell
dataset\audio\M03Session2wav_headMic0294.wav,chop
dataset\audio\M03Session2wav_headMic0295.wav,no
dataset\audio\M03Session2wav_headMic0296.wav,at
dataset\audio\M03Session2wav_headMic0297.wav,fat
dataset\audio\M03Session2wav_headMic0298.wav,oscar
dataset\audio\M03Session2wav_headMic0299.wav,cart
dataset\audio\M03Session2wav_headMic0300.wav,The museum hires musicians every evening.
dataset\audio\M03Session2wav_headMic0301.wav,The dolphins swam around our boat.
dataset\audio\M03Session2wav_headMic0302.wav,shy
dataset\audio\M03Session2wav_headMic0303.wav,Day after day some new episode is reported.
dataset\audio\M03Session2wav_headMic0304.wav,sergeant
dataset\audio\M03Session2wav_headMic0305.wav,vat
dataset\audio\M03Session2wav_headMic0306.wav,november
dataset\audio\M03Session2wav_headMic0307.wav,november
dataset\audio\M03Session2wav_headMic0308.wav,bitten
dataset\audio\M03Session2wav_headMic0309.wav,sell
dataset\audio\M03Session2wav_headMic0310.wav,fitting
dataset\audio\M03Session2wav_headMic0311.wav,top
dataset\audio\M03Session2wav_headMic0312.wav,"Night after night, they received annoying phone calls."
